Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8)
3.453926545903531e-05,0.11224543826656003,0.0,0.0,0.0,0.0,0.3299624859553589,0.6699678643759026,2.554914562876094e-05,2.043820371471755e-05,1.98912276217161e-07,2.1561315676130787e-08,6.296684081996232e-16,1.0386876602473656e-07,9.331817292053171e-06,1.329777593288461e-05,1.1606434739252852e-06,1.7426385665676867e-08,7.999082929688818e-09,9.173106985887125e-10,6.701931993260181e-09,3.801051193890449e-17,1.0448187067335984e-07,7.78683476652341e-12,1.2724919300252158e-10,7.769806930496767e-13,1.945352112873405e-10,1.0415250951052085e-20,3.518278067090742e-18,1.0736014424730164e-17,1.2423545258974545e-18,1.7331282248629617e-17,7.652171154797566e-15,5.074630941794808e-21,4.492666272322544e-22,4.237197826473669e-27,9.008232016002678e-26,9.60600712746014e-25,2.8482311763232683e-19,1.1569615423719755e-25,5.753533737054842e-26,7.121423151757195e-20,8.55116248890618e-23,2.557062746181294e-10
3.546333402713274e-05,0.11224543787866814,0.0,0.0,0.0,0.0,0.32996098157084885,0.6699666554423176,2.6296046515040226e-05,2.098036273413594e-05,2.0472695793739917e-07,2.2128936900872623e-08,6.480751519386104e-16,1.0696116401401113e-07,9.868377671418656e-06,1.4059432069881818e-05,1.2633256950830723e-06,1.7925173051356616e-08,8.213750833841554e-09,9.718120796262655e-10,7.102190435130302e-09,4.0280607830835586e-17,1.136929756107691e-07,8.219979425983851e-12,1.316262863208403e-10,8.679084325535456e-13,2.2301774748530407e-10,1.167020236779502e-20,3.7290420271037865e-18,1.2667799659427557e-17,1.4666636548576362e-18,2.0440704142363257e-17,9.262060477999395e-15,6.1422489303612134e-21,5.59684484955807e-22,5.264682097214728e-27,1.1193569991936488e-25,1.193636142289091e-24,3.6309326318705186e-19,1.4748916219198532e-25,7.521144095937247e-26,8.243081018653703e-20,9.8980105798016e-23,2.7200149349631617e-10
3.6387402595230166e-05,0.11224543712809745,0.0,0.0,0.0,0.0,0.3299594499441092,0.6699654269989411,2.70419154508216e-05,2.1522423672018836e-05,2.1053357995449957e-07,2.2696504361535535e-08,6.664563848372314e-16,1.1005740208989946e-07,1.042067393473276e-05,1.4843456051204355e-05,1.3719990890653324e-06,1.8423469654262777e-08,8.428493947540946e-09,1.0280131258032902e-09,7.514999264291827e-09,4.2621884189336855e-17,1.2344669654825143e-07,8.664430020528043e-12,1.3603540707271977e-10,9.66662271763827e-13,2.547861536669672e-10,1.3037494851095183e-20,3.9464871474980935e-18,1.4882889350841632e-17,1.7241004353961203e-18,2.400547856192076e-17,1.1156590142574355e-14,7.398629709201757e-21,6.932916132451229e-22,6.50540326891577e-27,1.3832639889797645e-25,1.475055672821601e-24,4.600530938010937e-19,1.8687369574229691e-25,9.766459132237127e-26,9.503330416637052e-20,1.1411274534236365e-22,2.8880954059352135e-10
3.7311471163327594e-05,0.1122454359972488,0.0,0.0,0.0,0.0,0.32995789106609663,0.6699641790245398,2.778643813623352e-05,2.206438653949361e-05,2.1632969488059036e-07,2.3264015616535854e-08,6.848043596155183e-16,1.131565541319452e-07,1.098869565686161e-05,1.564987310264966e-05,1.4868230891773118e-06,1.892111969991692e-08,8.643313722491184e-09,1.0859172232532856e-09,7.940384431446292e-09,4.5034488195767764e-17,1.3375980298569237e-07,9.120056102475338e-12,1.4047488058163138e-10,1.0736634737415104e-12,2.9011895797008843e-10,1.4523768664681532e-20,4.17063356253512e-18,1.7413477666734598e-17,2.0184856953472328e-18,2.807744941605733e-17,1.3376831001250284e-14,8.871009930967295e-21,8.541514234447996e-22,7.996440078845541e-27,1.700437451923829e-25,1.8132763736503522e-24,5.795219133978186e-19,2.3540107716000055e-25,1.2601680423054775e-25,1.091461933480013e-19,1.3105901453671484e-22,3.061244267680159e-10
3.823553973142502e-05,0.11224543446891462,0.0,0.0,0.0,0.0,0.3299563049353846,0.6699629115054125,2.8529306316818604e-05,2.260625039686773e-05,2.22112902417247e-07,2.3831467240360994e-08,7.031114780551437e-16,1.1625770533777168e-07,1.1572425722462935e-05,1.647870182221156e-05,1.607953592588174e-06,1.9417970125732974e-08,8.858211223094142e-09,1.1455270308338552e-09,8.378366505191758e-09,4.751853650648277e-17,1.446490954645434e-07,9.586719059784295e-12,1.4494303030944232e-10,1.1893390247226175e-12,3.2930938979386436e-10,1.6135841880333014e-20,4.401498781794998e-18,2.029431103720978e-17,2.3539542018936288e-18,3.271261711103511e-17,1.5968457021952908e-14,1.0589678862624044e-20,1.046898793735534e-21,9.780098329621444e-27,2.0798838513547763e-25,2.217902365847829e-24,7.259725904844673e-19,2.9488808623797454e-25,1.6161531661063198e-25,1.249006662222303e-19,1.499764398332085e-22,3.239394786804831e-10
3.915960829952245e-05,0.1122454325263034,0.0,0.0,0.0,0.0,0.32995469155805074,0.6699616244352689,2.9270218237191444e-05,2.314801338131177e-05,2.2788085288781318e-07,2.4398854856453243e-08,7.21370302181084e-16,1.1935995368429758e-07,1.2171840438409512e-05,1.732995426677815e-05,1.7355427344562653e-06,1.9913870813795378e-08,9.073187135735186e-09,1.2068444860335923e-09,8.828960713778584e-09,5.007411548965095e-17,1.5613139841093073e-07,1.0064272450462516e-11,1.4943818074267275e-10,1.314120857643588e-12,3.72665564512185e-10,1.7880706547176266e-20,4.639097711316292e-18,2.356278188544532e-17,2.7349679802601193e-18,3.797130291806561e-17,1.898210720979341e-14,1.2588218398672596e-20,1.2767989374515685e-21,1.1904465637617503e-26,2.531841003931743e-25,2.699850834897548e-24,9.046220868414464e-19,3.674537289082039e-25,2.0607011302396006e-25,1.424346576485604e-19,1.7103064846976697e-22,3.4224736224555994e-10
4.008367686761988e-05,0.1122454301530625,0.0,0.0,0.0,0.0,0.3299530509475561,0.6699603178150906,3.0008879071198787e-05,2.3689672735676068e-05,2.336312505866834e-07,2.496617317140013e-08,7.395735648638079e-16,1.2246241133283372e-07,1.2786909656075911e-05,1.820363604915414e-05,1.8697386748102857e-06,2.0408674812453406e-08,9.288241778579856e-09,1.2698708120923856e-09,9.29217699605506e-09,5.270128151420053e-17,1.6822355304065674e-07,1.0552562402268785e-11,1.5395866038792427e-10,1.4484450316139763e-12,4.205106402053061e-10,1.9765524072740748e-20,4.883442679206323e-18,2.7259026515096003e-17,3.1663303396208397e-18,4.3918317343169936e-17,2.2473761833685136e-14,1.4903752560666443e-20,1.5498125747516507e-21,1.4424029344484752e-26,3.067909688786803e-25,3.2714923732563186e-24,1.1215315389734176e-18,4.555598854701241e-25,2.612970832975368e-25,1.6189287183409966e-19,1.9439539606100003e-22,3.610401081806187e-10
4.1007745435717306e-05,0.11224542733329995,0.0,0.0,0.0,0.0,0.3299513831246093,0.6699589916529869,3.074500132733101e-05,2.423122483834741e-05,2.39361856935865e-07,2.553341601001873e-08,7.577141798114515e-16,1.2556420597292624e-07,1.3417596903028633e-05,1.909974644498964e-05,2.0106853987862603e-06,2.090223854597548e-08,9.503375111842678e-09,1.3346065262980014e-09,9.768020061377031e-09,5.5400061289599905e-17,1.8094241033818014e-07,1.105142800118863e-11,1.5850280463897131e-10,1.5927508850877949e-12,4.731829459287047e-10,2.1797620449454486e-20,5.1345434658626116e-18,3.142601783142966e-17,3.653199499337784e-18,5.0623124021033645e-17,2.6505132526937493e-14,1.757720619744054e-20,1.872663196542833e-21,1.74003191956585e-26,3.701190540286874e-25,3.946796957150224e-24,1.383716559430656e-18,5.620561094478299e-25,3.295662528742649e-25,1.8342679020338263e-19,2.2025257604723523e-22,3.803091394981774e-10
4.1931814003814734e-05,0.11224542405160433,0.0,0.0,0.0,0.0,0.3299496881170225,0.6699576459640382,3.147830522827852e-05,2.477266523404932e-05,2.450704934401596e-07,2.6100576351154972e-08,7.757852509245606e-16,1.2866448210236615e-07,1.4063859523631476e-05,2.0018278509164316e-05,2.158522530743342e-06,2.1394422011762603e-08,9.718586748470337e-09,1.4010514494999003e-09,1.0256489458148365e-08,5.817045225458793e-17,1.9430482412135151e-07,1.1560701656264558e-11,1.630689584648511e-10,1.7474802275485124e-12,5.310360811402672e-10,2.3984481936081278e-20,5.392407338726981e-18,3.610964454409742e-17,4.201100802545921e-18,5.815998603848478e-17,3.1144065771953976e-14,2.0653572561188734e-20,2.2529068998976493e-21,2.0902582171238676e-26,4.446427784349688e-25,4.741487221054405e-24,1.6992684416068093e-18,6.902288546053785e-25,4.1355593480905703e-25,2.0719465444732425e-19,2.487921993357435e-22,4.0004530078174113e-10
4.285588257191216e-05,0.11224542029306316,0.0,0.0,0.0,0.0,0.32994796595955694,0.6699562807701299,3.220851906367972e-05,2.5313988665486847e-05,2.5075504443351355e-07,2.6667646364511143e-08,7.937800809896972e-16,1.3176240223969933e-07,1.4725648828052612e-05,2.0959219201150687e-05,2.313385162702516e-06,2.1885088964658992e-08,9.93387596522473e-09,1.469204716740004e-09,1.0757579650780101e-08,6.10124230136568e-17,2.083276442033109e-07,1.2080209541358187e-11,1.6765547922721237e-10,1.913076505460761e-12,5.944389861854461e-10,2.6333749889330086e-20,5.657039091061817e-18,4.135879494793649e-17,4.815939691168504e-18,6.660811487144747e-17,3.6464959188065046e-14,2.418218937410567e-20,2.699009464901221e-21,2.5008532451076566e-26,5.32016895188675e-25,5.673208769522019e-24,2.077486965359929e-18,8.438554132006036e-25,5.164143734763463e-25,2.3336143506834184e-19,2.8021235652882686e-22,4.2023888907775954e-10
4.377995114000959e-05,0.11224541604327977,0.0,0.0,0.0,0.0,0.3299462166937579,0.6699548960997792,3.2935379515263666e-05,2.5855189105736728e-05,2.564134596104229e-07,2.7234617448049363e-08,8.116921796926657e-16,1.3485714806501238e-07,1.5402910249138856e-05,2.1922549518857326e-05,2.4754036974721495e-06,2.237410708783199e-08,1.0149241714137658e-08,1.5390647889241138e-09,1.1271280104784241e-08,6.392591381966714e-17,2.2302770966255415e-07,1.2609772024840757e-11,1.7226073935777095e-10,2.0899839382851166e-12,6.637759838265506e-10,2.8853215352180226e-20,5.928441084887745e-18,4.7225436435018304e-17,5.504014391512961e-18,7.605181645524442e-17,4.254919001411201e-14,2.8217022982137564e-20,3.2204254332691323e-21,2.98051280228477e-26,6.340930273204929e-25,6.761706546953414e-24,2.5290255125636534e-18,1.0272628535815367e-24,6.418281208091626e-25,2.6209878790215943e-19,3.1471916571623553e-22,4.408796862247914e-10
4.470401970810702e-05,0.11224541128838862,0.0,0.0,0.0,0.0,0.32994444036778214,0.6699534919879507,3.365863195374396e-05,2.6396259791283015e-05,2.6204375633733283e-07,2.7801480265663324e-08,8.295152709353887e-16,1.3794792148696365e-07,1.6095583506603767e-05,2.2908244640429664e-05,2.644703706743939e-06,2.286134814987828e-08,1.0364682634270042e-08,1.6106294655878471e-09,1.179757537955518e-08,6.691083710006169e-17,2.3842184223173874e-07,1.3149204046261637e-11,1.768831287557484e-10,2.278646713904505e-12,7.394467918545788e-10,3.155081447136029e-20,6.206613298061119e-18,5.3764676050211435e-17,6.272026530658431e-18,8.658061358885376e-17,4.9485555139514574e-14,3.281696016726823e-20,3.82767851200981e-21,3.538937169501703e-26,7.52936726506555e-25,8.029006744601119e-24,3.06604921262372e-18,1.2453922494293348e-24,7.940978925184389e-25,2.9358498465830296e-19,3.525266890643159e-22,4.6195699243748476e-10
4.5628088276204445e-05,0.11224540601506869,0.0,0.0,0.0,0.0,0.3299426370362163,0.6699520684758683,3.437803070697631e-05,2.6937193255596208e-05,2.6764402174018134e-07,2.8368224785599065e-08,8.472432994440526e-16,1.4103394563427453e-07,1.6803602777959753e-05,2.3916274073468306e-05,2.82140580436276e-06,2.3346688147955722e-08,1.0580197063751959e-08,1.6838958986554188e-09,1.233644522853461e-08,6.996707802496218e-17,2.545268398153283e-07,1.3698315583646525e-11,1.8152105734479896e-10,2.4795081821341484e-12,8.218665071155903e-10,3.4434623020395803e-20,6.491553374786887e-18,6.103482612097806e-17,7.12709256427617e-18,9.828936895282803e-17,5.737072194633514e-14,3.804610712925806e-20,4.532450182639362e-21,4.186920025261168e-26,8.908464051560096e-25,9.49961868454401e-24,3.70240684567597e-18,1.5038684959829206e-24,9.782241215385219e-25,3.280048296798923e-19,3.938568328610224e-22,4.834596609630427e-10
4.6552156844301873e-05,0.11224540021055572,0.0,0.0,0.0,0.0,0.3299408067598882,0.6699506256108183,3.509333929904746e-05,2.747798136315632e-05,2.7321241456562183e-07,2.8934840319166692e-08,8.648704366608542e-16,1.441144657690189e-07,1.752689687561316e-05,2.4946601811111044e-05,3.0056255348948634e-06,2.3830007436686457e-08,1.079578305208689e-08,1.7588606070683597e-09,1.2887864706440674e-08,7.309449511532737e-17,2.7135947014567055e-07,1.425691211484952e-11,1.8617295750646975e-10,2.6930100110234314e-12,9.114655613939471e-10,3.751285048248849e-20,6.783256679694564e-18,6.909746840589416e-17,8.07675523962072e-18,1.1127840904949932e-16,6.630968921032591e-14,4.397409513812808e-20,5.347670332777157e-21,4.9364403433730384e-26,1.0503729039216958e-24,1.1200743479551741e-23,4.453817236297631e-18,1.809076011024835e-24,1.2000012389379728e-24,3.655495698462011e-19,4.389392393302603e-22,5.053761336221074e-10
4.74762254123993e-05,0.11224539386265167,0.0,0.0,0.0,0.0,0.32993894960567055,0.6699491634459441,3.580433066011463e-05,2.8018615343820903e-05,2.787471668144716e-07,2.9501315559243695e-08,8.823910859148498e-16,1.4718875012031804e-07,1.826538942953173e-05,2.5999186494412598e-05,3.19747327754122e-06,2.4311190842664824e-08,1.1011438372649175e-08,1.8355194923503912e-09,1.3451804283020023e-08,7.629292088810167e-17,2.889364645865822e-07,1.4824794986748692e-11,1.908372861094486e-10,2.9195914182790865e-12,1.0086896495784808e-09,4.0793835426816143e-20,7.081716355578093e-18,7.801749297681867e-17,9.128992214958195e-18,1.2565361846615902e-16,7.641625730081883e-14,5.067639235330266e-20,6.287607284010165e-21,5.800755360998223e-26,1.234339286828068e-24,1.3162485120165681e-23,5.338070875374257e-18,2.168240620070423e-24,1.4661211434643952e-24,4.0641677801534515e-19,4.880111466653787e-22,5.276944770438188e-10
4.840029398049673e-05,0.1122453869597341,0.0,0.0,0.0,0.0,0.32993706564627956,0.669947682040041,3.65107873069621e-05,2.855908582743817e-05,2.8424658514702863e-07,3.006763861925537e-08,8.997998868705051e-16,1.5025609063804665e-07,1.9018999074886995e-05,2.7073981580445973e-05,3.3970541653671004e-06,2.4790127764585652e-08,1.1227160535341538e-08,1.9138678550214246e-09,1.4028229962932896e-08,7.956216253615719e-17,3.0727451209294226e-07,1.540176188977128e-11,1.95512526734688e-10,3.159688430222019e-12,1.1139996308239973e-09,4.4286039988576515e-20,7.386923383876255e-18,8.786314235980241e-17,1.0292225489618414e-17,1.4152653160268072e-16,8.781350682973363e-14,5.823462124589585e-20,7.367966994046e-21,6.794503739104155e-26,1.44586280159344e-24,1.5418084650518742e-23,6.375247509066621e-18,2.5895179255435336e-24,1.7842889110923613e-24,4.508102232878998e-19,5.413172332414496e-22,5.504024194090421e-10
4.932436254859416e-05,0.11224537949076252,0.0,0.0,0.0,0.0,0.32993515496006726,0.6699461814573396,3.7212501494386e-05,2.9099382878609084e-05,2.897090520612834e-07,3.063379707222465e-08,9.170917192573434e-16,1.533158036656811e-07,1.978763964407186e-05,2.8170935515545327e-05,3.604468019745847e-06,2.5266712259010067e-08,1.14429467994086e-08,1.993900411686044e-09,1.4617103411451206e-08,8.29020026412009e-17,3.263902533342203e-07,1.5987607343799268e-11,2.001971918341973e-10,3.4137330933528255e-12,1.227871403565836e-09,4.799804355490005e-20,7.698866647989277e-18,9.870605955627502e-17,1.1575331491183801e-17,1.590144317124948e-16,1.0063428489624556e-13,6.673688105815556e-20,8.60599461494209e-21,7.933812315882142e-26,1.6883776049713887e-24,1.800416250200443e-23,7.587950431795968e-18,3.082088459432623e-24,2.1633495961979235e-24,4.989397417693524e-19,5.9910946243283905e-22,5.734873875171157e-10
5.0248431116691585e-05,0.11224537144528378,0.0,0.0,0.0,0.0,0.3299332176308087,0.669944661767292,3.7909275337657844e-05,2.963949603150523e-05,2.9513302684594635e-07,3.119977798911646e-08,9.342617058869522e-16,1.5636723053181358e-07,2.0571220362494338e-05,2.9289991913107387e-05,3.819809299844693e-06,2.5740843111799377e-08,1.165879418633438e-08,2.075611312871079e-09,1.5218382085368057e-08,8.631219991623127e-17,3.4630027498927425e-07,1.6582123041100695e-11,2.048898243332525e-10,3.682152768370178e-12,1.3507957551497486e-09,5.1938538302851337e-20,8.017532999743004e-18,1.1062130361346971e-16,1.2987647427734122e-17,1.7824041488930089e-16,1.1502169810346948e-13,7.627807475387083e-20,1.0020572709981295e-20,9.236401811591128e-26,1.9656572650098323e-24,2.09609584480881e-23,9.001558218702326e-18,3.656259917985721e-24,2.613426024526115e-24,5.510210810842957e-19,6.616468958999775e-22,5.969365439927036e-10
5.117249968478901e-05,0.11224536281343565,0.0,0.0,0.0,0.0,0.3299312537474857,0.6699431230443471,3.8600920906447775e-05,3.017941432464849e-05,3.0051704631110003e-07,3.1765567977394626e-08,9.513052149658795e-16,1.5940973806088184e-07,2.1369646047549254e-05,3.0431089735367785e-05,4.043167066913902e-06,2.6212423895405565e-08,1.1874699492782514e-08,2.1589941615588592e-09,1.5832019368645264e-08,8.979248997487828e-17,3.670211042191357e-07,1.7185098307917833e-11,2.095889994625077e-10,3.965369486576096e-12,1.4832781870912608e-09,5.611632392619008e-20,8.342907327835495e-18,1.2368736964845498e-16,1.4538978318574637e-17,1.9933344645265997e-16,1.3112961143689247e-13,8.696023985607618e-20,1.1632329558210706e-20,1.0721704116756548e-25,2.2818397227691793e-24,2.4332597785774887e-23,1.0644494628159062e-17,4.3235767746739126e-24,3.1460716759109164e-24,6.072757314066632e-19,7.291954906887204e-22,6.207368244558228e-10
5.209656825288644e-05,0.11224535358594885,0.0,0.0,0.0,0.0,0.3299292634040676,0.6699415653677298,3.928726029071293e-05,3.071912633556354e-05,3.0585972530061254e-07,3.233115321952269e-08,9.68217861717654e-16,1.6244271900387365e-07,2.2182817310176845e-05,3.159416347857209e-05,4.274624963077669e-06,2.668136301226924e-08,1.2090659303589803e-08,2.244042032186445e-09,1.6457964712504103e-08,9.334258612594193e-17,3.8856920332387074e-07,1.7796320611519836e-11,2.1429332663764886e-10,4.263799247568363e-12,1.6258387171724524e-09,6.05403009964474e-20,8.674972628283215e-18,1.3798622146363612e-16,1.6239605696576804e-17,2.2242843389872393e-16,1.4912315209491354e-13,9.889288256880446e-20,1.3463750752908508e-20,1.241098432104542e-25,2.6414532627613995e-24,2.816736827366197e-23,1.2548517395684118e-17,5.096937564662339e-24,3.774437435408639e-24,6.679307665765071e-19,8.0202790845263885e-22,6.448749744848595e-10
5.302063682098387e-05,0.11224534375414767,0.0,0.0,0.0,0.0,0.32992724669928675,0.6699399888212144,3.996812563917556e-05,3.125862021521953e-05,3.111597569911799e-07,3.289651951025125e-08,9.849955093296379e-16,1.654655923897019e-07,2.3010630758426303e-05,3.277914336096777e-05,4.514261204266535e-06,2.7147573724555522e-08,1.2306670004740606e-08,2.3307474901844197e-09,1.7096163779339065e-08,9.696218018960097e-17,4.10960964588979e-07,1.8415575860045805e-11,2.1900145059774e-10,4.577851395225605e-12,1.7790116594083688e-09,6.521946682393451e-20,9.013710077496601e-18,1.5360328379026395e-16,1.810029158621189e-17,2.476662608575527e-16,1.69179217436962e-13,1.121933146294795e-19,1.5539283790203538e-20,1.4327458664542003e-25,3.0494416164839906e-24,3.251798782567265e-23,1.474902663308399e-17,5.990720130605405e-24,4.513451162630357e-24,7.332186600099657e-19,8.804232943897134e-22,6.693375862078243e-10
